"","PMhd","diasFriday","diasMonday","diasSaturday","diasSunday","diasThursday","diasTuesday","diasWednesday","PMhd7","PMh1d","PMmax","CO","Temp","Hum","N","E","S","O","FECHA","HORA","CERRILLOS","INDEPENDENCIA","CONDES","ELBOSQUE","PARQUE","TALAGANTE","QUILICURA","PUDAHUEL","CERRONAVIA","LAFLORIDA","PUENTEALTO","hour"
"21106",51,0,0,0,59,0,0,0,33,31,109,1.1,12.89,40.42,0,0,0,0.9144,"29-05-2013",1000,52,35,12,2,28,26,31,22,34,16,10,11
"21107",55,0,0,0,15,0,0,0,13,51,109,0.8,15.92,33.92,0,0,0.8083,0,"29-05-2013",1100,6,26,9,1,14,7,15,5,1,3,12,12
"21108",42,0,0,0,11,0,0,0,15,55,109,3.486,19.16,29.17,0,0.2197,0,0,"29-05-2013",1200,4,18,8,6,9,3,11,2,3,16,9,13
"21109",32,0,0,0,4,0,0,0,17,42,109,0.9,19.81,27.92,0,0,1.756,0,"29-05-2013",1300,14,11,10,1,8,8,4,2,1,2,14,14
"21110",17,0,0,0,23,0,0,0,11,32,109,0.8,20.47,28,0,0,2.282,0,"29-05-2013",1400,3,5,30,3,5,6,2,9,8,8,6,15
"21111",37,0,0,0,26,0,0,0,13,17,109,0.6,20.79,41.33,0,0,2.889,0,"29-05-2013",1500,14,13,25,7,8,7,5,13,10,1,12,16
"21112",42,0,0,0,50,0,0,0,14,37,109,0.5,19.95,29.67,0,0,3.038,0,"29-05-2013",1600,11,26,26,8,16,19,13,15,16,26,16,17
"21113",78,0,0,0,65,0,0,0,13,42,109,0.7,17.91,37.08,0,0,2.051,0,"29-05-2013",1700,17,24,28,22,22,12,12,22,18,15,28,18
"21114",61,0,0,0,40,0,0,0,17,78,109,1.3,15.3,50,0,0,1.363,0,"29-05-2013",1800,41,24,31,18,26,33,37,41,42,6,60,19
"21115",71,0,0,0,81,0,0,0,16,61,109,1.2,13.87,55.33,0,0.6975,0,0,"29-05-2013",1900,38,39,38,51,25,22,65,49,90,18,78,20
"21116",126,0,0,0,97,0,0,0,18,71,109,2.1,12.97,55.17,0,0.6107,0,0,"29-05-2013",2000,33,28,40,41,28,55,52,59,96,10,97,21
"21117",152,0,0,0,109,0,0,0,19,126,126,3.7,12.28,56.67,0,0.7105,0,0,"29-05-2013",2100,34,47,33,59,34,48,41,60,66,11,84,22
"21118",132,0,0,0,96,0,0,0,27,152,152,5.3,10.55,59.25,0,1.009,0,0,"29-05-2013",2200,49,53,37,83,45,87,35,71,97,23,74,23
"21119",109,0,0,0,80,0,0,0,14,132,152,5,9.5,58.33,0,1.238,0,0,"29-05-2013",2300,70,41,32,77,60,73,44,81,113,24.5,79,24
"21120",88,0,52,0,0,0,0,0,14,109,152,4.4,9,57.75,1.483,0,0,0,"29-05-2013",0,80,29,13,76,65,46,53,90,107,33,52,1
"21121",58,0,50,0,0,0,0,0,9,88,152,3.5,8.467,56.67,1.873,0,0,0,"30-05-2013",100,72,26,5,58,63,25,34,49,77,15,41,2
"21122",44,0,46,0,0,0,0,0,7,58,152,2.6,8.667,53.67,1.915,0,0,0,"30-05-2013",200,59,17,2,43,55,31,19,19,56,24,31,3
"21123",47,0,45,0,0,0,0,0,32,44,152,1.8,8.033,53.17,1.756,0,0,0,"30-05-2013",300,60,22,5,31,31,29,23,35,44,100,27,4
"21124",50,0,40,0,0,0,0,0,25,47,152,1.7,6.725,58.25,1.584,0,0,0,"30-05-2013",400,29,20,6,27,26,29,37,48,56,21,25,5
"21125",43,0,34,0,0,0,0,0,23,50,152,1.7,6.475,59.5,1.633,0,0,0,"30-05-2013",500,17,13,3,19,18,27,34,47,51,13,24,6
"21126",47,0,39,0,0,0,0,0,26,43,152,1.4,6.383,59.58,0,1.85,0,0,"30-05-2013",600,35,32,1,27,36,25,19,21,28,19,25,7
"21127",73,0,104,0,0,0,0,0,26,47,152,1.8,5.95,58.5,1.783,0,0,0,"30-05-2013",700,41,23,7,40,37,37,24,19,22,17,46,8
"21128",88,0,90,0,0,0,0,0,28,73,152,3.2,7.017,55,1.333,0,0,0,"30-05-2013",800,53,40,21,71,59,33,32,31,41,52,72,9
"21129",66,0,31,0,0,0,0,0,35,88,152,2.4,10.22,45.75,0.7458,0,0,0,"30-05-2013",900,54,43,19,65,43,43,32,35,38,24,46,10
"21130",57,0,51,0,0,0,0,0,36,66,152,1.5,14.25,35.42,0.3915,0,0,0,"30-05-2013",1000,61,52,17,13,42,30,35,26,40,8,41,11
"21131",49,0,55,0,0,0,0,0,28,57,152,1,17.77,28.17,0,0,0,0.6881,"30-05-2013",1100,40,64,8,30,64,30,16,23,25,26,17,12
"21132",15,0,42,0,0,0,0,0,37,49,152,1.1,19.83,23.83,0,0,1.188,0,"30-05-2013",1200,17,49,33,62,48,18,10,18,18,22,34,13
"21133",34,0,32,0,0,0,0,0,25,15,152,0.6,22.38,15.5,0,0,1.437,0,"30-05-2013",1300,14,41,22,29,29,24,5,11,7,46,71,14
"21134",13,0,17,0,0,0,0,0,21,34,152,0.4,22.91,16.5,0,0,2.173,0,"30-05-2013",1400,7,19,35,21,10,12,12,11,14,21,50,15
"21135",17,0,37,0,0,0,0,0,18,13,152,0.4,23.72,13.67,0,0,1.717,0,"30-05-2013",1500,23,18,60,13,19,17,19,20,16,26,40,16
"21136",50,0,42,0,0,0,0,0,23,17,152,0.4,23.31,15.5,0,0,1.998,0,"30-05-2013",1600,24,25,38,22,16,16.75,20,22,19,27,44,17
"21137",78,0,78,0,0,0,0,0,39,50,152,0.9,21.04,21.58,0,0,1.349,0,"30-05-2013",1700,23,23,27,26,18,90,19,14,18,34,49,18
"21138",78,0,61,0,0,0,0,0,48,78,152,1.5,18.08,30.33,0,0,0.6439,0,"30-05-2013",1800,28,21,32,28,22,8,17,23,24,41,27,19
"21139",96,0,71,0,0,0,0,0,42,78,152,1.8,16.27,36.67,0,0,1.485,0,"30-05-2013",1900,20,18,40,45,20,33,21,25,24,60,41,20
"21140",134,0,126,0,0,0,0,0,42,96,152,2.7,15.88,33.83,0,1.169,0,0,"30-05-2013",2000,18,25,44,61,33,29,22,33,33,59,52,21
"21141",130,0,152,0,0,0,0,0,67,134,152,5.3,13.6,36.25,0,0.7622,0,0,"30-05-2013",2100,31,24,50,50,39,50,35,44,47,64,62,22
"21142",115,0,132,0,0,0,0,0,72,130,152,4.8,12.38,37.33,0,0.9457,0,0,"30-05-2013",2200,64,28,37,64,40,36,39,55,60,67,90,23
"21143",108,0,109,0,0,0,0,0,91,115,134,4.9,11.59,38.92,0,1.383,0,0,"30-05-2013",2300,49,32,22,64,47,42,31,38,38,51,55,24
"21144",100,0,0,0,0,0,88,0,88,108,134,5.1,10.45,41.5,0,1.437,0,0,"30-05-2013",0,39,29,19,65,50,19,36,31,34,49,48,1
"21145",74,0,0,0,0,0,58,0,50,100,134,4.2,10.09,41.25,0,1.091,0,0,"31-05-2013",100,49,35,23,58,47,10,32,31,33,32,35,2
"21146",35,0,0,0,0,0,44,0,64,74,134,1.5,7.85,77,0,0,1.774,0,"31-05-2013",200,58,27,19,41,35,20,33,32,36,27,15,3
"21147",15,0,0,0,0,0,47,0,24,35,134,0.4,7.042,86.75,0,0,1.724,0,"31-05-2013",300,26,37,20,36,47,4,27,27,30,34,33,4
"21148",14,0,0,0,0,0,50,0,32,15,134,0.3,5.308,96.92,0,0,2.085,0,"31-05-2013",400,11,17,37,7,14,1,19,17,15,23,18,5
"21149",11,0,0,0,0,0,43,0,37,14,134,0.3,5.333,98.83,0,0,1.423,0,"31-05-2013",500,10,16,25,11,20,6,12,8,10,16,21,6
"21150",25,0,0,0,0,0,47,0,30,11,134,0.4,5.225,26.17,0,0,1.134,0,"31-05-2013",600,31,10,14,22,25,18,6,17,17,30,34,7
"21151",25,0,0,0,0,0,73,0,67,25,134,1,5.167,97.58,0,0,1.064,0,"31-05-2013",700,10,29,25,14,17,13,19,20,13,18,17,8
"21152",41,0,0,0,0,0,88,0,65,25,134,0.8,4.975,96.8,0,0.9718,0,0,"31-05-2013",800,9,20,15,15,11,4,13,14,10,8,13,9
"21153",84,0,0,0,0,0,66,0,45,41,134,0.8,5.375,99.08,0.474,0,0,0,"31-05-2013",900,18,14,6,14,14,7,9,13,13,9,7,10
"21154",92,0,0,0,0,0,57,0,47,84,134,1.3,8.275,96.33,0,0,0,0.2818,"31-05-2013",1000,19,19,20,17,18,19,16,17,18,13,13,11
"21155",51,0,0,0,0,0,49,0,25,92,134,1.4,12.2,69,0,0,0.9702,0,"31-05-2013",1100,18,12,15,15,8,14,9,11,18,13,7,12
"21156",58,0,0,0,0,0,15,0,20,51,134,1.1,14.9,52.42,0,0,1.766,0,"31-05-2013",1200,11,11,16,19,12,9,10,14,12,13,8,13
"21157",47,0,0,0,0,0,34,0,4,58,134,0.9,16.66,45.92,0,0,2.293,0,"31-05-2013",1300,12,9,13,20,14,6,7,3,8,15,7,14
"21158",37,0,0,0,0,0,13,0,28,47,134,0.7,15.93,50.17,0,0,3.981,0,"31-05-2013",1400,7,7,3,6,5,5,6,7,6,8,8,15
"21159",33,0,0,0,0,0,17,0,38,37,134,0.5,15.65,53.17,0,0,4.263,0,"31-05-2013",1500,7,3,1,5,6,8,3,5,5,4,8,16
"21160",38,0,0,0,0,0,50,0,31,33,134,0.5,14.97,56.92,0,0,3.945,0,"31-05-2013",1600,18,7,6,7,5,24,5,8,4,6,5,17
"21161",47,0,0,0,0,0,78,0,49,38,134,0.6,13.31,63.17,0,0,2.477,0,"31-05-2013",1700,8,18,10,7,8,18,8,13,13,15,11,18
"21162",48,0,0,0,0,0,78,0,84,47,134,0.6,11.77,70.25,0,0,1.9,0,"31-05-2013",1800,24,27,18,37,25,10,29,18,20,40,23,19
"21163",29,0,0,0,0,0,96,0,94,48,134,0.7,10.78,75.42,0,0,1.993,0,"31-05-2013",1900,22,34,15,37,25,44,26,23,25,43,33,20
"21164",24,0,0,0,0,0,134,0,90,29,134,0.6,10.12,79.25,0,0,2.143,0,"31-05-2013",2000,29,24,18,30,22,46,21,29,34,34,18,21
"21165",35,0,0,0,0,0,130,0,83,24,134,0.6,9.125,85,0,0,1.36,0,"31-05-2013",2100,41,26,3,57,34,82,17,36,50,50,6,22
"21166",65,0,0,0,0,0,115,0,71,35,130,0.8,8.808,83.75,0,0.7789,0,0,"31-05-2013",2200,29,31,9,34,41,50,26,20,28,39,16,23
"21167",37,0,0,0,0,0,108,0,57,65,115,1.5,7.75,88.25,0,0,0.8341,0,"31-05-2013",2300,22,29,11,20,38,51,16,24,30,27,15,24
"21168",42,0,0,0,0,0,0,100,54,37,108,1.5,6.833,93.75,0,0,0.8932,0,"31-05-2013",0,44,39,16,37,46,66,29,38,48,45,29,1
"21169",53,0,0,0,0,0,0,74,47,42,100,1.4,6.058,95.08,0.7059,0,0,0,"01-06-2013",100,26,36,13,35,37,47,30,36,40,47,54,2
"21170",53,0,0,0,0,0,0,35,39,53,92,1.4,5.9,97,0,0,0,0.3114,"01-06-2013",200,30,24,15,29,31,28,28,29,30,42,49,3
"21171",82,0,0,0,0,0,0,15,34,53,92,1.3,5.433,97.9,0,0.4418,0,0,"01-06-2013",300,31,24,13,43,32,21,24,25,26,31,31,4
"21172",76,0,0,0,0,0,0,14,52,82,92,2.9,5.058,94,0.9499,0,0,0,"01-06-2013",400,19,25,12,30,26,17,19,17,18,23,27,5
"21173",52,0,0,0,0,0,0,11,29,76,92,2.3,3.95,97.17,0,0,0.1227,0,"01-06-2013",500,23,17,1,24,22,20,21,21,20,13,13,6
"21174",52,0,0,0,0,0,0,25,46,52,92,1.8,2.825,98.11,0.6346,0,0,0,"01-06-2013",600,24,21,13,27,24,17,22,24,27,22,3,7
"21175",46,0,0,0,0,0,0,25,79,52,92,1.4,2.692,99,0,0,0,0.3684,"01-06-2013",700,23,19,13,28,19,17,13,25,25,19,39,8
"21176",37,0,0,0,0,0,0,41,58,46,92,1.4,3.692,97.33,0.3829,0,0,0,"01-06-2013",800,20,19,15,23,21,17,13,18,22,16,22,9
"21177",75,0,0,0,0,0,0,84,37,37,92,1.3,5.175,87.42,0.4448,0,0,0,"01-06-2013",900,19,11,17,10,15,13,16,18,17,5,1,10
"21178",61,0,0,0,0,0,0,92,27,75,92,1.1,8.375,97.17,0,0,0,0.4273,"01-06-2013",1000,16,11,8,1,16,15,16,19,18,15,18,11
"21179",42,0,0,0,0,0,0,51,20,61,92,0.8,11.77,75.67,0,0,1.108,0,"01-06-2013",1100,6,8,10,9,17,1,19,13,18,4,1,12
"21180",31,0,0,0,0,0,0,58,24,42,82,0.7,13.39,62,0,0,1.999,0,"01-06-2013",1200,12,1,1,3,6,1,17,11,9,1,1,13
"21181",20,0,0,0,0,0,0,47,37,31,82,0.5,15.13,48,0,0,1.962,0,"01-06-2013",1300,16,4,2,1,2,3,13,8,14,5,3,14
"21182",27,0,0,0,0,0,0,37,30,20,82,0.5,16.62,36.92,0,0,2.458,0,"01-06-2013",1400,3,20,9,12,18,1,3,4,4,1,2,15
"21183",18,0,0,0,0,0,0,33,22,27,82,0.4,16.17,41,0,0,3.424,0,"01-06-2013",1500,1,7,6,3,1,4,1,1,1,11,7,16
"21184",16,0,0,0,0,0,0,38,35,18,82,0.3,15.55,44.5,0,0,3.011,0,"01-06-2013",1600,9,4,8,7,5,17,1,2,1,6,6,17
"21185",48,0,0,0,0,0,0,47,71,16,82,0.6,14.36,48.92,0,0,1.765,0,"01-06-2013",1700,13,25,19,13,18,8,15,14,15,13,14,18
"21186",46,0,0,0,0,0,0,48,90,48,82,0.8,12.74,55.25,0,0,1.597,0,"01-06-2013",1800,33,58,19,25,22,1,47,37,40,39,53,19
"21187",69,0,0,0,0,0,0,29,44,46,82,1.2,11.82,54.75,0,1.077,0,0,"01-06-2013",1900,20,45,28,33,29,58,89,34,45,93,39,20
"21188",81,0,0,0,0,0,0,24,47,69,82,2.3,11.21,54.83,0,1.385,0,0,"01-06-2013",2000,50,57,24,99,33,57,113,84,91,91,33,21
"21189",93,0,0,0,0,0,0,35,49,81,82,2.9,10.17,54.92,0,1.036,0,0,"01-06-2013",2100,60,43,22,149,43,19,79,147,155,98,74,22
"21190",96,0,0,0,0,0,0,65,60,93,93,3.3,9.075,54.17,0,1.322,0,0,"01-06-2013",2200,88,43,32,169,66,135,107,249,223,100,79,23
"21191",105,0,0,0,0,0,0,37,73,96,96,3.8,7.892,60.92,0,0.6626,0,0,"01-06-2013",2300,149,34,22,194,68,93,129,250,251,96,38,24
"21192",80,0,0,0,0,42,0,0,75,105,105,4.1,7.633,62.5,0,1.711,0,0,"01-06-2013",0,132,37,22,188,78,114,96,239,221,64,44,1
"21193",68,0,0,0,0,53,0,0,74,80,105,3.3,7.058,61.5,0,1.562,0,0,"02-06-2013",100,149,33,16,157,75,69,107,221,224,66,37,2
"21194",51,0,0,0,0,53,0,0,64,68,105,2.8,6.467,61.83,1.646,0,0,0,"02-06-2013",200,136,20,15,126,66,65,38,228,230,46,29,3
"21195",40,0,0,0,0,82,0,0,52,51,105,2.6,5.95,62.58,1.35,0,0,0,"02-06-2013",300,101,26,15,68,72,74,41,86,167,35,29,4
"21196",36,0,0,0,0,76,0,0,59,40,105,1.7,6.292,62.92,0.639,0,0,0,"02-06-2013",400,88,22,8,62,56,41,36,81,133,25,22,5
"21197",18,0,0,0,0,52,0,0,56,36,105,1.5,6.225,60.17,0,1.251,0,0,"02-06-2013",500,77,37,6,51,51,85,38,57,101,21,20,6
"21198",45,0,0,0,0,52,0,0,52,18,105,1.4,5.85,61.25,0,0.5801,0,0,"02-06-2013",600,69,41,10,34,60,53,32,29,68,23,17,7
"21199",76,0,0,0,0,46,0,0,101,45,105,2,6.267,60.5,1.391,0,0,0,"02-06-2013",700,67,25,3,27,53,66,23,49,47,17,20,8
"21200",99,0,0,0,0,37,0,0,80,76,105,3.2,6.95,58.58,1.293,0,0,0,"02-06-2013",800,61,28,14,36,65,78,32,48,52,19,19,9
"21201",101,0,0,0,0,75,0,0,68,99,105,3.2,8.983,54.58,0.755,0,0,0,"02-06-2013",900,32,15,14,26,30,25,36,31,25,16,20,10
"21202",70,0,0,0,0,61,0,0,53,101,105,3,11.9,47.58,0,0,0,0.7938,"02-06-2013",1000,21,17,13,13,13,17,22,6,10,3,20,11
"21203",17,0,0,0,0,42,0,0,36,70,105,1.7,14.76,39.08,0,0,0,1.029,"02-06-2013",1100,14,17,12,14,13,18,2,7,5,4,10,12
"21204",18,0,0,0,0,31,0,0,9.917,17,105,0.8,17.22,30.92,0,0,0,1.059,"02-06-2013",1200,2,15,7,21,8,16,4,5,7,12,17,13
"21205",4,0,0,0,0,20,0,0,55,18,105,0.4,19.59,23,0,0,0,0.6731,"02-06-2013",1300,2,11,19,25,11,4,5,2,6,19,32,14
"21206",2,0,0,0,0,27,0,0,56,4,105,0.4,21.13,17.67,0,0,0.7231,0,"02-06-2013",1400,11,15,15,1,24,7,11,10,15,25,9,15
"21207",15,0,0,0,0,18,0,0,40,2,105,0.4,22.47,15,0,0,0.5803,0,"02-06-2013",1500,14,28,17,2,12,14,21,15,20,10,11,16
"21208",38,0,0,0,0,16,0,0,53,15,105,0.5,22.27,51.83,0,0,0.9159,0,"02-06-2013",1600,14,7,23,3,9,22,19,12,11,8,15,17
"21209",66,0,0,0,0,48,0,0,70,38,105,0.9,19.56,22.75,0,0,1.42,0,"02-06-2013",1700,26,34,26,2,30,13,24,16,11,12,18,18
"21210",82,0,0,0,0,46,0,0,50,66,105,1.1,16.76,32.92,0,0,1.223,0,"02-06-2013",1800,13,39,33,10,35,28,41,29,36,27,61,19
"21211",128,0,0,0,0,69,0,0,59,82,105,1.8,15.43,37.25,0,0,0.9466,0,"02-06-2013",1900,30,32,36,42,41,57,78,5,29,72,59,20
"21212",127,0,0,0,0,81,0,0,63,128,128,3.8,14.25,39.5,0,1.869,0,0,"02-06-2013",2000,33,38,31,89,29,72,61,18,44,49,74,21
"21213",136,0,0,0,0,93,0,0,77,127,128,5.2,11.99,44.42,1.584,0,0,0,"02-06-2013",2100,61,32,32,94,49,50,72,48,71,49,90,22
"21214",138,0,0,0,0,96,0,0,100,136,136,5.5,11.01,47.17,1.602,0,0,0,"02-06-2013",2200,66,25,29,83,52,73,81,69,71,47,104,23
"21215",135,0,0,0,0,105,0,0,119,138,138,5.5,10.57,45.58,0,1.754,0,0,"02-06-2013",2300,66,30,21,89,63,65,54,71,82,40,85,24
"21216",101,80,0,0,0,0,0,0,132,135,138,5,10.27,45,0,1.399,0,0,"02-06-2013",0,67,24,14,56,51,56,57,86,80,38,59,1
"21217",101,68,0,0,0,0,0,0,134,101,138,3.6,10.02,45.42,0,1.343,0,0,"03-06-2013",100,41,19,7,36,41,42,52,79,79,31,47,2
"21218",93,51,0,0,0,0,0,0,122,101,138,3.7,8.342,51.17,1.911,0,0,0,"03-06-2013",200,31,21,7,41,42,25,46,78,80,27,32,3
"21219",89,40,0,0,0,0,0,0,95,93,138,3.6,6.483,58.67,0,0,0.3111,0,"03-06-2013",300,35,31,5,29,38,1,39,61,61,16,24,4
"21220",79,36,0,0,0,0,0,0,97,89,138,3.2,6.433,58.67,1.579,0,0,0,"03-06-2013",400,31,18,5,34,30,12,33,59,47,12,22,5
"21221",68,18,0,0,0,0,0,0,69,79,138,3,6.858,58.25,0,0.6718,0,0,"03-06-2013",500,29,22,2,28,25,26,36,59,43,12,26,6
"21222",71,45,0,0,0,0,0,0,73,68,138,2.6,6.508,56.25,0,1.223,0,0,"03-06-2013",600,33,34,6,19,25,25,48,55,47,19,31,7
"21223",86,76,0,0,0,0,0,0,71,71,138,2.5,5.5,59.42,0,1.149,0,0,"03-06-2013",700,39,28,10,29,33,22,56,47,53,30,56,8
"21224",84,99,0,0,0,0,0,0,81,86,138,2.9,5.683,58.42,0,0.3204,0,0,"03-06-2013",800,50,31,20,80,68,54,40,70,79,52,76,9
"21225",64,101,0,0,0,0,0,0,99,84,138,2.3,6.433,70.67,0,0,1.016,0,"03-06-2013",900,65,33,18,34,42,45,31,50,52,43,42,10
"21226",63,70,0,0,0,0,0,0,77,64,138,1.5,9.858,60.67,0,0,0,0.3001,"03-06-2013",1000,48,29,23,46,34,34,22,18,27,21,24,11
"21227",23,17,0,0,0,0,0,0,33,63,138,1.4,12.16,50.58,0,0,1.221,0,"03-06-2013",1100,36,40,30,41,46,29,22,25,31,32,42,12
"21228",20,18,0,0,0,0,0,0,28,23,138,0.7,14.84,43.5,0,0,1.889,0,"03-06-2013",1200,17,27,30,31,47,24,25,24,32,40,51,13
"21229",4,4,0,0,0,0,0,0,37,20,138,0.5,15.57,46.75,0,0,3.347,0,"03-06-2013",1300,24,36,37,31,29,7,26,19,18,25,43,14
"21230",13,2,0,0,0,0,0,0,44,4,138,0.3,15.63,47.5,0,0,3.867,0,"03-06-2013",1400,24,28,32,19,28,22,14,13,16,24,33,15
"21231",3,15,0,0,0,0,0,0,53,13,138,0.3,15.33,51.33,0,0,4.228,0,"03-06-2013",1500,33,30,37,4,34,19,22,24,21,22,15,16
"21232",7,38,0,0,0,0,0,0,85,3,138,0.2,14.53,58.58,0,0,4.533,0,"03-06-2013",1600,29,38,42,24,39,12,21,22,21,16,31,17
"21233",17,66,0,0,0,0,0,0,90,7,138,0.3,13.49,63.67,0,0,2.635,0,"03-06-2013",1700,21,50,44,33,36,14,44,31,29,19,30,18
"21234",12,82,0,0,0,0,0,0,93,17,138,0.4,12.55,68.58,0,0,2.221,0,"03-06-2013",1800,28,57,50,45,33,7,96,50,56,50,63,19
"21235",50,128,0,0,0,0,0,0,129,12,138,0.6,11.76,72,0,1.418,0,0,"03-06-2013",1900,36,62,40,76,35,28,84,73,86,66,93,20
"21236",62,127,0,0,0,0,0,0,161,50,138,1.7,11.19,70,1.448,0,0,0,"03-06-2013",2000,52,61,36,62,55,57,89,54,100,52,74,21
"21237",103,136,0,0,0,0,0,0,172,62,138,2.1,11.09,70,0,1.212,0,0,"03-06-2013",2100,67,55,38,37,77,57,94,52,92,53,74,22
"21238",117,138,0,0,0,0,0,0,194,103,138,3.3,9.633,75.33,0,0,0,0.2416,"03-06-2013",2200,50,63,31,54,75,41,49,42,57,56,56,23
"21239",89,135,0,0,0,0,0,0,190,117,138,3.9,9.05,81.33,1.044,0,0,0,"03-06-2013",2300,40,61,17,49,83,44,59,48,61,53,32,24
"21240",72,0,0,0,101,0,0,0,150,89,135,2.7,9.133,83.75,1.192,0,0,0,"03-06-2013",0,56,47,4,67,74,21,56,46,48,54,24,1
"21241",71,0,0,0,101,0,0,0,107,72,117,2.1,8.95,82.08,0.5254,0,0,0,"04-06-2013",100,59,39,13,58,69,15,42,43,46,35,27,2
"21242",68,0,0,0,93,0,0,0,81,71,117,2.5,8.775,82.92,0,1.02,0,0,"04-06-2013",200,64,38,8,40,42,14,38,46,47,22,27,3
"21243",58,0,0,0,89,0,0,0,72,68,117,2.6,8.525,81.17,0,1.507,0,0,"04-06-2013",300,58,33,2,31,31,30,41,41,46,20,29,4
"21244",60,0,0,0,79,0,0,0,54,58,117,2.6,8.383,78.75,0.7546,0,0,0,"04-06-2013",400,64,34,10,24,36,18,41,36,38,22,16,5
"21245",57,0,0,0,68,0,0,0,55,60,117,2.5,7.475,84.83,0,0.2961,0,0,"04-06-2013",500,56,35,5,22,36,25,42,37,41,19,21,6
"21246",65,0,0,0,71,0,0,0,61,57,117,2.4,7.617,83.08,0,0.8276,0,0,"04-06-2013",600,47,38,10,27,35,39,46,44,46,21,41,7
"21247",69,0,0,0,86,0,0,0,53,65,117,2.5,7.533,83.67,0.7285,0,0,0,"04-06-2013",700,42,48,7,70,32,39,43,56,60,33,60,8
"21248",45,0,0,0,84,0,0,0,56,69,117,2.6,7.892,82.25,0,0,0.1478,0,"04-06-2013",800,83,41,18,91,62,52,62,57,66,50,78,9
"21249",59,0,0,0,64,0,0,0,59,45,117,2,9.708,76.08,0.9484,0,0,0,"04-06-2013",900,59,35,24,52,65,65,39,72,91,47,53,10
"21250",45,0,0,0,63,0,0,0,59,59,117,1.7,10.4,74,0,0,1.369,0,"04-06-2013",1000,68,34,27,47,63,77,36,51,60,24,57,11
"21251",24,0,0,0,23,0,0,0,15,45,117,1.5,11.25,70.67,0,0,0,0.1892,"04-06-2013",1100,52,64,20,44,59,19,35,26,32,30,51,12
"21252",16,0,0,0,20,0,0,0,11,24,117,1.2,12.78,64.08,0,1.8,0,0,"04-06-2013",1200,25,54,21,40,50,5,36,25,30,37,69,13
"21253",19,0,0,0,4,0,0,0,4,16,117,0.8,14.02,57.83,0,0,1.987,0,"04-06-2013",1300,15,32,23,5,16,5,2,19,16,40,21,14
"21254",1,0,0,0,13,0,0,0,23,19,117,0.4,14.25,62.33,0,0,3.013,0,"04-06-2013",1400,17,14,66,6,13,11,18,8,15,27,5,15
"21255",25,0,0,0,3,0,0,0,26,1,117,0.3,14.78,57.08,0,1.129,0,0,"04-06-2013",1500,5,16,46,1,18,17,15,10,6,13,10,16
"21256",14,0,0,0,7,0,0,0,50,25,117,0.6,14.7,58.75,0,1.144,0,0,"04-06-2013",1600,6,16,45,3,1,29,4,17,1,8,17,17
"21257",54,0,0,0,17,0,0,0,65,14,117,1,14.15,59.73,0,0.7844,0,0,"04-06-2013",1700,3,22,41,8,12,29,16,1,8,21,41,18
"21258",46,0,0,0,12,0,0,0,40,54,117,1.6,13.08,68.58,0,0,1.401,0,"04-06-2013",1800,13,39,59,18,21,38,41,36,43,48,83,19
"21259",28,0,0,0,50,0,0,0,81,46,117,1.2,12.27,79.33,0,0,0,0.3461,"04-06-2013",1900,13,46,51,27,25,29,23,15,50,66,105,20
"21260",29,0,0,0,62,0,0,0,97,28,117,1.1,11.15,92.83,0,0,0,0.6557,"04-06-2013",2000,25,45,39,44,20,51,17,22,42,68,76,21
"21261",15,0,0,0,103,0,0,0,109,29,117,1.1,10.62,96.67,0,1.249,0,0,"04-06-2013",2100,48,45,33,82,25,44,44,38,88,59,99,22
"21262",1,0,0,0,117,0,0,0,96,15,117,0.9,10.8,95,2.442,0,0,0,"04-06-2013",2200,57,52,33,82,36,45,46,56,97,61,87,23
"21263",2,0,0,0,89,0,0,0,80,1,117,0.5,10.47,90.75,0,1.161,0,0,"04-06-2013",2300,57,48,22,56,74,74,57,62,88,52,81,24
"21264",10,0,72,0,0,0,0,0,52,2,89,0.5,10.07,90.67,0,0.4908,0,0,"04-06-2013",0,51,41,20,44,70,38,56,69,87,41,64,1
"21265",13,0,71,0,0,0,0,0,50,10,72,0.5,9.933,91.5,0.6999,0,0,0,"05-06-2013",100,72,66,16,41,74,33,51,85,81,32,46,2
"21266",18,0,68,0,0,0,0,0,46,13,71,0.6,9.792,97.33,0.3059,0,0,0,"05-06-2013",200,52,28,15,29,65,30,51,77,67,27,33,3
"21267",8,0,58,0,0,0,0,0,45,18,69,0.7,9.442,80.33,0,0.8766,0,0,"05-06-2013",300,57,25,14,29,53,13,46,74,62,21,29,4
"21268",19,0,60,0,0,0,0,0,40,8,69,0.7,9.208,82.08,0,1.013,0,0,"05-06-2013",400,48,28,12,26,47,12,44,57,58,20,30,5
"21269",20,0,57,0,0,0,0,0,34,19,69,0.9,9.15,91.17,0,0,0.4911,0,"05-06-2013",500,38,31,14,25,42,16,43,48,52,19,28,6
"21270",25,0,65,0,0,0,0,0,39,20,69,0.8,9.208,81.75,1.108,0,0,0,"05-06-2013",600,46,50,14,28,41,26,45,57,58,25,33,7
"21271",31,0,69,0,0,0,0,0,104,25,69,1.3,9.308,94.25,1.143,0,0,0,"05-06-2013",700,58,42,18,43,43,32,59,63,62,31,48,8
"21272",36,0,45,0,0,0,0,0,90,31,69,1.8,9.642,58.75,1.2,0,0,0,"05-06-2013",800,68,26,29,89,53,50,62,73,73,54,70,9
