"","FECHA","HORA","PM25","CO","T","HR","VV","DV"
"54159","30-07-2014",1500,49,0.6306,14.04,72.75,0.5549,211.8
"54160","30-07-2014",1600,26,0.4302,13.63,74.5,0.9806,47.6
"54161","30-07-2014",1700,55,0.8226,13.88,72.92,0.1028,300
"54162","30-07-2014",1800,36,0.8059,13.4,75.5,0.4447,31.41
"54163","30-07-2014",1900,39,1.056,12.81,78.83,0.7924,210.2
"54164","30-07-2014",2000,36,1.132,12.02,84.58,0.7935,169.2
"54165","30-07-2014",2100,31,1.073,11.67,87,0.3517,106
"54166","30-07-2014",2200,35,1.374,11.5,88,0.9322,52.92
"54167","30-07-2014",2300,45,1.19,11.55,87,1.013,63.74
"54168","30-07-2014",0,42,1.023,11.41,77.42,1.294,28.53
"54169","31-07-2014",100,35,0.7308,11.61,84.17,1.114,46.07
"54170","31-07-2014",200,29,0.6807,11.47,84.83,1.444,59.67
"54171","31-07-2014",300,27,0.6751,11.21,86.33,0.7443,251.3
"54172","31-07-2014",400,26,0.7976,10.63,90.33,0.6308,204.1
"54173","31-07-2014",500,32,0.7892,10.88,59.83,1.414,32.57
"54174","31-07-2014",600,27,0.5638,11.99,79.42,1.057,302.9
"54175","31-07-2014",700,32,0.7976,11.19,87.42,1.36,22.59
"54176","31-07-2014",800,28,0.5554,11.99,79.42,1.019,2.699
"54177","31-07-2014",900,36,0.9479,11.57,82.33,0.2363,247.3
"54178","31-07-2014",1000,37,0.9395,11.95,79.92,1.747,49.8
"54179","31-07-2014",1100,28,0.7809,13.51,61.75,0.8146,64.3
"54180","31-07-2014",1200,41,1.207,13.2,69.83,0.7039,247.3
"54181","31-07-2014",1300,54,1.541,12.88,75.42,1.592,64.44
"54182","31-07-2014",1400,38,1.248,13.43,68,1.442,77.32
"54183","31-07-2014",1500,22,0.6807,14.88,52.67,0.3648,17.99
"54184","31-07-2014",1600,54,1.482,12.91,74.17,0.2685,72.02
"54185","31-07-2014",1700,53,1.716,12.34,79.5,0.8834,89.14
"54186","31-07-2014",1800,46,1.749,12.53,75.67,1.089,85.81
"54187","31-07-2014",1900,32,1.299,13,67.83,0.8391,50.19
"54188","31-07-2014",2000,15,1.023,14.05,59.17,0.4546,12.28
"54189","31-07-2014",2100,52,1.908,12.44,72.58,0.3745,57.28
"54190","31-07-2014",2200,7,0.664,13.77,57.33,1.033,38.78
"54191","31-07-2014",2300,10,0.522,13.24,58.5,0.6275,77.03
"54192","31-07-2014",0,13,0.7057,12.85,60.92,0.2487,269.5
"54193","01-08-2014",100,38,1.763,11.7,72.58,0.2605,121.6
"54194","01-08-2014",200,26,1.04,11.67,66.75,1.327,62.29
"54195","01-08-2014",300,11,0.4413,12.04,60.83,1.84,65.17
"54196","01-08-2014",400,6,0.1853,11.86,59.08,1.266,49.05
"54197","01-08-2014",500,2,0.1463,11.54,57.75,1.245,50.85
"54198","01-08-2014",600,1,0.3049,10.72,58.25,0.7677,40.18
"54199","01-08-2014",700,4,0.6556,9.292,66.17,1.084,72.95
"54200","01-08-2014",800,7,0.7892,11.07,58.5,1.401,73.07
"54201","01-08-2014",900,8,0.4719,15.26,43.83,0.7195,43.23
"54202","01-08-2014",1000,6,0.3216,17.61,37.83,1.227,233.1
"54203","01-08-2014",1100,6,0.3133,18.57,35.5,1.473,230.2
"54204","01-08-2014",1200,9,0.5387,20.05,32.83,1.15,237.1
"54205","01-08-2014",1300,20,0.6974,21.43,31.5,1.22,248.5
"54206","01-08-2014",1400,28,0.6723,21.81,32.75,1.753,255.2
"54207","01-08-2014",1500,8,0.3634,22.44,30.83,1.18,270.3
"54208","01-08-2014",1600,6,0.355,22.74,30.42,1.185,287.1
"54209","01-08-2014",1700,12,0.5137,20.3,38.5,1.293,257
"54210","01-08-2014",1800,15,0.7809,17.72,45.33,0.2625,61.03
"54211","01-08-2014",1900,21,1.098,15.32,55.08,1.057,54.75
"54212","01-08-2014",2000,34,1.182,13.8,60.33,1.222,64.26
"54213","01-08-2014",2100,33,1.098,12.95,62.67,1.797,55.18
"54214","01-08-2014",2200,34,1.073,12.32,65.17,2.052,47.4
"54215","01-08-2014",2300,32,0.8978,12.07,66.92,1.771,44.96
"54216","01-08-2014",0,20,0.5053,11.87,67.42,1.959,44.67
"54217","02-08-2014",100,14,0.4502,11.55,67.67,1.9,51.64
"54218","02-08-2014",200,18,0.6055,10.93,70.58,0.963,43.11
"54219","02-08-2014",300,16,0.8087,9.9,76.25,0.6379,65.96
"54220","02-08-2014",400,10,0.4747,9.992,76.67,0.1162,223.1
"54221","02-08-2014",500,16,0.5721,9.258,82,1.806,71.89
"54222","02-08-2014",600,9,0.355,10.35,73.92,1.119,52.98
"54223","02-08-2014",700,10,0.3717,9.933,74.83,1.265,57.96
"54224","02-08-2014",800,6,0.2966,12.1,63.83,1.623,58.76
"54225","02-08-2014",900,9,0.4552,13.17,61.42,0.1627,85.59
"54226","02-08-2014",1000,11,0.5304,15,56,0.9645,37.46
"54227","02-08-2014",1100,31,1.065,14.82,63.33,2.55,224.3
"54228","02-08-2014",1200,27,0.7057,15.98,58.83,2.084,247.9
"54229","02-08-2014",1300,35,0.7475,18.06,50.25,1.53,251.9
"54230","02-08-2014",1400,32,0.5888,18.66,52.08,2.198,230.9
"54231","02-08-2014",1500,18,0.3884,16.97,61.42,2.147,232.8
"54232","02-08-2014",1600,14,0.33,15.82,66.25,1.985,239.2
"54233","02-08-2014",1700,12,0.33,14.17,73.17,1.58,224.2
"54234","02-08-2014",1800,11,0.2799,12.5,81.92,1.121,214.3
"54235","02-08-2014",1900,13,0.2465,12.12,85.75,0.643,216.4
"54236","02-08-2014",2000,12,0.3216,11.6,87.17,0.3728,193.1
"54237","02-08-2014",2100,18,0.689,10.89,88.58,1.505,48.64
"54238","02-08-2014",2200,28,0.7057,10.63,87.58,0.7271,56.99
"54239","02-08-2014",2300,21,1.048,10.68,89.5,0.4954,135.4
"54240","02-08-2014",0,29,0.7224,10.37,91,1.012,53.99
"54241","03-08-2014",100,17,0.7007,9.833,90.08,1.037,66.46
"54242","03-08-2014",200,21,0.522,8.8,89.58,1.475,52.73
"54243","03-08-2014",300,18,0.4413,8.783,88.75,0.556,183.5
"54244","03-08-2014",400,20,0.4636,8.825,89.42,0.9804,44.21
"54245","03-08-2014",500,18,0.4135,9.542,88.08,1.405,48.09
"54246","03-08-2014",600,15,0.33,9.758,85.75,1.675,33.8
"54247","03-08-2014",700,23,0.5805,10.04,87.92,0.6935,261
"54248","03-08-2014",800,26,0.522,9.883,93.75,0.6364,264.6
"54249","03-08-2014",900,32,0.5446,9.825,95,1.089,221.7
"54250","03-08-2014",1000,1,0.1,9.017,56.58,1.766,217.1
"54251","03-08-2014",1100,1,0.1197,9.058,61.75,1.532,237.2
"54252","03-08-2014",1200,1,0.1296,9.367,94.17,1.265,281.7
"54253","03-08-2014",1300,3,0.1296,9.95,91.17,0.7639,11.13
"54254","03-08-2014",1400,5,0.1296,10.8,85.58,0.9654,2.145
"54255","03-08-2014",1500,14,0.188,11.11,82.75,0.9143,42
"54256","03-08-2014",1600,11,0.1797,11.72,78.42,0.5392,48.75
"54257","03-08-2014",1700,7,0.3049,12.02,75.33,0.5745,79.43
"54258","03-08-2014",1800,7,0.1714,10.7,64.25,0.8028,194.7
"54259","03-08-2014",1900,8,0.4886,9.517,68.92,0.5843,79.63
"54260","03-08-2014",2000,26,0.6055,8.583,76.17,1.237,44.07
"54261","03-08-2014",2100,12,0.4218,8.075,75.67,1.739,54.02
"54262","03-08-2014",2200,13,0.3717,8.475,71,1.982,35.79
"54263","03-08-2014",2300,1,0.2098,8.29,69.2,2.088,26.44
"54264","03-08-2014",0,11.92,0.1981,27.84,37.17,2.153,238.1
"54265","04-08-2014",100,47,0.9476,13.98,73.25,1.554,60.43
"54266","04-08-2014",200,19.5,0.1296,23.91,36.67,1.482,117.5
"54267","04-08-2014",300,31,0.2548,29.24,33.58,1.773,258.6
"54268","04-08-2014",400,16.5,0.8333,7.142,95,0.5013,48.27
"54269","04-08-2014",500,47,1.086,12.22,74,0.2665,68.37
"54270","04-08-2014",600,42,0.6271,17.47,31.75,1.207,72.91
"54271","04-08-2014",700,7,0.2771,7.242,84.33,0.7751,79.46
"54272","04-08-2014",800,10,0.3068,7.15,92.33,0.2842,60.34
"54273","04-08-2014",900,27,0.5556,24.92,36.5,0.7635,229.1
"54274","04-08-2014",1000,23,0.8,13.73,62.08,1.622,209.7
"54275","04-08-2014",1100,46,1.7,16.47,72.33,1.279,108
"54276","04-08-2014",1200,4.917,0.2067,11.88,42,0.6673,100
"54277","04-08-2014",1300,2,0.6198,12.54,90.08,0.2974,256.1
"54278","04-08-2014",1400,22,0.491,18.51,37.08,1.529,74.38
"54279","04-08-2014",1500,11.5,0.3722,18.52,37.5,0.7453,68.41
"54280","04-08-2014",1600,28,0.4774,29.53,31.42,1.747,248.3
"54281","04-08-2014",1700,38,0.4199,21.78,43.5,1.784,236.5
"54282","04-08-2014",1800,32,0.8706,15.27,52.75,0.8637,57.57
"54283","04-08-2014",1900,28,1.1,13.04,57.17,0.6945,76.54
"54284","04-08-2014",2000,20,1.823,12.22,56.17,1.095,70.35
"54285","04-08-2014",2100,19,1.474,10.89,56.92,0.4195,74.46
"54286","04-08-2014",2200,19,1.516,9.642,63.58,0.7276,63.69
"54287","04-08-2014",2300,18,1.415,9.558,61,1.716,54.35
"54288","04-08-2014",0,15,1.081,10.02,51.83,2.311,31.24
"54289","05-08-2014",100,13,0.7909,9.283,48.42,0.7452,47.62
"54290","05-08-2014",200,9,0.5721,7.458,56.83,1.527,78.48
"54291","05-08-2014",300,5,0.4191,6.525,58.08,1.185,79.84
"54292","05-08-2014",400,6,0.2409,5.35,62.08,0.9826,67.36
"54293","05-08-2014",500,4,0.1797,5.342,60.92,1.663,77.79
"54294","05-08-2014",600,5,0.3133,4.708,62.67,1.195,68.66
"54295","05-08-2014",700,12,0.7892,4.45,64.5,1.266,73.49
"54296","05-08-2014",800,17,1.432,6.767,57.58,0.5794,44.77
"54297","05-08-2014",900,26,1.096,12.22,43.08,0.1563,279
"54298","05-08-2014",1000,21,0.3717,13.09,43,1.776,250.6
"54299","05-08-2014",1100,8,0.1438,13.92,31.08,1.935,238.1
"54300","05-08-2014",1200,14,0.2131,14.92,27.58,1.512,247.1
"54301","05-08-2014",1300,14,0.2298,15.88,30.75,1.312,249.5
"54302","05-08-2014",1400,16,0.2465,17.04,27.5,0.08749,179.8
"54303","05-08-2014",1500,10,0.2632,17.48,25.92,1.143,273.2
"54304","05-08-2014",1600,18,0.3634,16.69,26.67,1.793,245.3
"54305","05-08-2014",1700,20,0.2715,14.72,31.83,1.197,212.7
"54306","05-08-2014",1800,29,0.5471,12.72,47.17,0.7962,189.8
"54307","05-08-2014",1900,24,0.6389,11.12,51.92,0.8203,188.4
"54308","05-08-2014",2000,26,0.8978,9.592,61,0.5563,56.57
"54309","05-08-2014",2100,40,0.9646,9.183,60.25,1.74,49.24
"54310","05-08-2014",2200,21,0.522,9.175,58.17,1.448,40.3
"54311","05-08-2014",2300,22,0.5554,8.4,66.25,0.81,260.5
"54312","05-08-2014",0,27,0.6055,7.233,73.67,1.555,57.33
"54313","06-08-2014",100,24,0.5304,7.358,69.25,2.262,57.02
"54314","06-08-2014",200,16,0.4135,7.575,62.58,1.337,50.89
"54315","06-08-2014",300,22,0.3857,7.433,62.67,0.3346,176.5
"54316","06-08-2014",400,15,0.4191,7.417,68.08,1.101,43.89
"54317","06-08-2014",500,24,0.664,7.542,71.5,1.383,225.3
"54318","06-08-2014",600,20,0.4886,6.9,71.75,1.281,245
"54319","06-08-2014",700,7,0.1689,5.942,83.08,2.226,225.5
"54320","06-08-2014",800,7,0.1247,4.467,90.67,1.397,224.9
"54321","06-08-2014",900,3,0.1123,2.958,89.92,0.7599,34.03
"54322","06-08-2014",1000,1,0.1296,2.167,90.75,1.668,27.03
"54323","06-08-2014",1100,4,0.1546,2.842,92,2.326,46.53
"54324","06-08-2014",1200,5,0.1148,4.75,84,2.962,57.85
"54325","06-08-2014",1300,3,0.1074,6.433,71.75,2.896,68.27
"54326","06-08-2014",1400,1,0.1025,8.317,58.75,3.285,90.07
"54327","06-08-2014",1500,1,0.1463,10.35,58,1.199,214.6
"54328","06-08-2014",1600,2,0.2214,10.7,55.58,1.641,219.8
"54329","06-08-2014",1700,7,0.3049,9.117,67.08,1.266,269.1
"54330","06-08-2014",1800,6,0.5053,7.108,76.25,0.5438,53.89
"54331","06-08-2014",1900,13,0.6389,6.133,77.17,0.9659,50.1
"54332","06-08-2014",2000,27,0.7725,4.975,79.67,1.167,43.28
"54333","06-08-2014",2100,23,0.831,4.425,81.83,1.485,55.61
"54334","06-08-2014",2200,20,0.5137,3.975,80.45,1.303,52.31
"54335","06-08-2014",2300,18,0.5471,3.475,79.58,1.046,46.81
"54336","06-08-2014",0,17,0.5053,2.7,84.08,1.419,61.14
"54337","07-08-2014",100,11,0.33,2.183,84,1.278,59.3
"54338","07-08-2014",200,16,0.355,1.733,84.58,1.359,62
"54339","07-08-2014",300,13,0.2409,1.533,83.75,1.525,59.09
"54340","07-08-2014",400,8,0.2409,1.342,81.67,1.084,79.92
"54341","07-08-2014",500,7,0.2298,0.8417,81,0.9871,68.31
"54342","07-08-2014",600,6,0.2465,0.55,83.75,1.237,67.16
"54343","07-08-2014",700,13,0.6723,0.8,82.58,1.389,74.67
"54344","07-08-2014",800,23,1.148,2.058,76.5,1.136,77.72
"54345","07-08-2014",900,14,0.6055,5.667,60.5,0.7923,57.61
"54346","07-08-2014",1000,20,0.2715,9.65,48.25,0.6036,306.1
"54347","07-08-2014",1100,21,0.4886,11.5,45.08,1.129,251.1
"54348","07-08-2014",1200,15,0.3968,13.33,37.42,1.395,250.5
"54349","07-08-2014",1300,16,0.3299,15.33,35.08,1.258,259.2
"54350","07-08-2014",1400,25,0.6397,16.33,33.83,1.755,241.9
"54351","07-08-2014",1500,32,0.7558,17.09,34.58,1.377,261.2
"54352","07-08-2014",1600,39,0.7809,17.09,33.92,1.578,241.4
"54353","07-08-2014",1700,45,1.048,15.24,41.58,0.7422,300.6
"54354","07-08-2014",1800,49,1.432,12.11,54.83,0.7859,54.25
"54355","07-08-2014",1900,46,1.674,9.467,65.83,0.9901,72.37
"54356","07-08-2014",2000,41,1.198,8.617,66.17,1.569,76.76
"54357","07-08-2014",2100,42,1.24,7.792,66.5,1.505,57.58
"54358","07-08-2014",2200,45,1.365,6.533,69.75,1.346,67.25
"54359","07-08-2014",2300,39,1.098,5.842,69,1.439,57.55
"54360","07-08-2014",0,7,0.4886,6.8,57.08,1.798,66.13
"54361","08-08-2014",100,16,0.5304,5.683,58.92,0.9826,73.32
"54362","08-08-2014",200,7,0.3968,5.1,59.67,1.085,61.1
"54363","08-08-2014",300,7,0.3523,4.567,59.83,1.277,70.98
"54364","08-08-2014",400,4,0.1309,5.458,51.58,1.737,57.31
"54365","08-08-2014",500,1,0.1,8.108,35,1.225,48.62
"54366","08-08-2014",600,3,0.33,5.783,43.83,1.09,88.69
"54367","08-08-2014",700,5,0.5471,5.792,44.25,1.188,73.63
"54368","08-08-2014",800,19,1.056,8.033,38.33,1.546,71.03
"54369","08-08-2014",900,19,0.9061,12.92,28.08,1.842,74.12
"54370","08-08-2014",1000,19,0.8393,18.01,22.58,0.6771,259.6
"54371","08-08-2014",1100,15,0.5721,18.54,21,1.806,233.6
"54372","08-08-2014",1200,13,0.3133,20.3,15.58,1.632,256
"54373","08-08-2014",1300,13,0.2799,21.82,12.58,1.713,237.6
"54374","08-08-2014",1400,24,0.5972,22.79,14.83,1.452,264.6
"54375","08-08-2014",1500,57,0.9646,22.61,22.42,1.774,257.1
"54376","08-08-2014",1600,31,0.6306,22.07,21.83,1.804,254.9
"54377","08-08-2014",1700,32,0.7224,20.28,26,0.626,12.37
"54378","08-08-2014",1800,35,0.9896,17.16,36.83,0.5894,246.4
"54379","08-08-2014",1900,47,1.415,14.33,48.42,1.597,51.29
"54380","08-08-2014",2000,42,1.073,12.74,48.5,2.147,69.98
"54381","08-08-2014",2100,41,1.157,10.79,54.5,0.9113,79.55
"54382","08-08-2014",2200,51,1.616,9.258,62.17,1.084,59.1
"54383","08-08-2014",2300,46,1.357,8.992,63.25,1.902,60.39
"54384","08-08-2014",0,33,0.7976,8.867,60.92,1.999,62.61
"54385","09-08-2014",100,22,0.7609,7.658,65.17,0.9896,62.62
"54386","09-08-2014",200,30,1.065,6.242,71.08,1.063,56.87
"54387","09-08-2014",300,26,0.6751,6.083,69.25,1.418,62.92
"54388","09-08-2014",400,15,0.4302,5.508,69.92,1.19,58.96
"54389","09-08-2014",500,11,0.3634,5.792,67.5,1.997,55.21
"54390","09-08-2014",600,16,0.4469,4.975,68.83,0.8677,65.3
"54391","09-08-2014",700,16,0.3884,4.825,71.5,1.666,66.03
"54392","09-08-2014",800,23,0.5972,7.175,61.58,0.8361,63.75
"54393","09-08-2014",900,31,0.6723,10.04,59.17,1.446,267.4
"54394","09-08-2014",1000,30,0.5638,12.27,52.58,0.8049,29.34
"54395","09-08-2014",1100,36,0.6222,14.52,48.25,1.234,245.3
"54396","09-08-2014",1200,58,1.048,14.89,53.83,1.487,269.6
"54397","09-08-2014",1300,69,1.031,15.85,51,2.278,243.4
"54398","09-08-2014",1400,51,0.6222,15.07,54.5,2.296,237.9
"54399","09-08-2014",1500,52,0.4886,15.44,54.67,1.044,254.7
"54400","09-08-2014",1600,53,0.5304,16.45,51.5,0.6617,213.6
"54401","09-08-2014",1700,44,0.4636,14.42,60.67,1.599,230
"54402","09-08-2014",1800,35,0.4803,11.96,73.17,0.4995,225.4
"54403","09-08-2014",1900,28,0.5554,10.62,79.58,1.18,229.6
"54404","09-08-2014",2000,25,0.6473,8.725,85.5,0.991,204.6
"54405","09-08-2014",2100,32,0.7976,7.85,89.42,1.561,50.86
"54406","09-08-2014",2200,41,0.9896,7.975,89.08,2.472,54.22
"54407","09-08-2014",2300,40,0.7725,7.925,87.75,0.3608,294.2
"54408","09-08-2014",0,34,0.7475,7.358,90.5,0.0983,58.15
"54409","10-08-2014",100,37,0.811,7.275,91.83,1.516,61.23
"54410","10-08-2014",200,47,0.7642,7.717,88.75,0.1992,294.3
"54411","10-08-2014",300,38,0.9535,6.758,92.08,0.5899,190.9
"54412","10-08-2014",400,61,1.655,6.333,93.42,0.6774,235.5
"54413","10-08-2014",500,56,1.415,6.242,94.75,0.6714,262.3
"54414","10-08-2014",600,51,1.107,6.425,95.73,1.013,31.84
"54415","10-08-2014",700,48,0.9896,6.558,72.83,0.5957,240
"54416","10-08-2014",800,54,0.8811,6.683,35.83,1.589,34.08
"54417","10-08-2014",900,50,0.7558,7.033,60.75,0.5139,273.4
"54418","10-08-2014",1000,52,0.7391,7.2,95.25,1.254,26.5
"54419","10-08-2014",1100,63,0.7642,9.417,89.5,0.2664,342.2
"54420","10-08-2014",1200,62,0.8059,8.842,87.42,1.82,269.7
"54421","10-08-2014",1300,71,0.856,9.467,86.17,1.178,247.3
"54422","10-08-2014",1400,74,0.9145,12.11,74.42,1.088,284.6
"54423","10-08-2014",1500,82,0.856,13.54,64.67,1.167,273.4
"54424","10-08-2014",1600,85,0.9312,12.72,68.92,1.456,211.2
"54425","10-08-2014",1700,89,0.9395,12.33,70,0.8167,216
"54426","10-08-2014",1800,82,0.9145,10.67,76.33,1.191,222.9
"54427","10-08-2014",1900,78,0.8226,9.767,78.92,0.7572,197.8
"54428","10-08-2014",2000,52,0.6473,9.608,81.92,0.4465,253.7
"54429","10-08-2014",2100,37,0.4636,9.392,86.5,0.9667,223.1
"54430","10-08-2014",2200,24,0.3133,8.958,88.92,0.5587,228.8
"54431","10-08-2014",2300,24,0.33,8.858,89.89,1.046,224.9
"54432","10-08-2014",0,29,0.2882,8.592,90.75,0.6842,217
"54433","11-08-2014",100,29,0.2198,8.617,80.17,0.8879,226.5
"54434","11-08-2014",200,32,0.3049,8.617,86.83,0.3958,239.9
"54435","11-08-2014",300,25,0.2743,8.425,48.42,1.148,231.1
"54436","11-08-2014",400,21,0.1263,7.992,92,0.9125,225.3
"54437","11-08-2014",500,16,0.1296,7.9,97.75,0.7515,219.8
"54438","11-08-2014",600,22,0.1296,7.9,51,0.6057,198.6
"54439","11-08-2014",700,20,0.188,7.933,81.25,0.6892,172.8
"54440","11-08-2014",800,50,0.4218,8.125,84.2,1.691,55.41
"54441","11-08-2014",900,37,0.3049,9.933,71.5,0.8872,272.6
"54442","11-08-2014",1000,42,0.4135,10.47,74.25,1.144,277.1
"54443","11-08-2014",1100,45,0.5053,12.22,66.5,1.121,230.3
"54444","11-08-2014",1200,41,0.5304,13.59,60.08,1.303,238.6
"54445","11-08-2014",1300,47,0.6306,14.62,55.83,1.89,228.9
"54446","11-08-2014",1400,53,0.6139,15.01,53.67,2.018,238
"54447","11-08-2014",1500,56,0.4385,15.24,52.67,1.656,205.2
"54448","11-08-2014",1600,39,0.33,15.3,51,1.179,215.4
"54449","11-08-2014",1700,38,0.2966,13.77,58,1.339,206.1
"54450","11-08-2014",1800,36,0.2966,11.46,66.5,0.8504,209.1
"54451","11-08-2014",1900,36,0.5638,9.933,73.42,0.4915,183.2
"54452","11-08-2014",2000,38,0.8393,8.358,80,0.6847,72.53
"54453","11-08-2014",2100,40,0.9061,7.25,83.42,0.8037,77.97
"54454","11-08-2014",2200,42,0.7892,6.908,84.67,1.013,54.69
"54455","11-08-2014",2300,45,0.8393,6.55,84.75,0.8867,50.54
"54456","11-08-2014",0,40,0.8727,5.767,85.92,0.4289,91.3
"54457","12-08-2014",100,34,0.7007,5.117,85.83,0.8771,76.87
"54458","12-08-2014",200,31,0.3801,4.808,84.67,1.113,56.12
"54459","12-08-2014",300,35,0.3634,4.558,84.83,1.457,56.25
"54460","12-08-2014",400,37,0.3745,4.242,85.08,0.8641,38.69
"54461","12-08-2014",500,27,0.4719,2.933,87.75,0.7705,64.74
"54462","12-08-2014",600,26,0.3968,2.817,87.42,1.529,67.62
"54463","12-08-2014",700,38,0.7057,3.25,86.17,1.696,57.81
"54464","12-08-2014",800,38,0.9228,5.417,76.75,0.9385,58.88
"54465","12-08-2014",900,52,0.7642,7.825,70.83,1.363,260
"54466","12-08-2014",1000,46,0.4051,9.883,66,0.05781,219.5
"54467","12-08-2014",1100,50,0.4469,11.45,61.92,1.31,275.3
"54468","12-08-2014",1200,51,0.5721,13.17,54.67,1.027,263.4
"54469","12-08-2014",1300,55,0.7308,14.88,47,1.631,246.9
"54470","12-08-2014",1400,55,0.7976,15.17,44.92,2.091,218.5
"54471","12-08-2014",1500,58,0.689,15.49,41.33,1.699,221.5
"54472","12-08-2014",1600,54,0.5721,15.42,39.75,1.714,239.6
"54473","12-08-2014",1700,29,0.3884,13.77,39.58,1.602,258.4
"54474","12-08-2014",1800,24,0.3801,11.72,36.25,0.7472,231.7
"54475","12-08-2014",1900,40,0.9395,9.292,55.83,1.153,50.76
"54476","12-08-2014",2000,50,0.998,8.475,61.92,1.244,55.1
"54477","12-08-2014",2100,47,0.8894,7.367,62.75,1.662,55.44
"54478","12-08-2014",2200,40,0.7809,6.8,61.25,1.768,58.51
"54479","12-08-2014",2300,34,0.5554,6.083,62.08,2.144,57.51
"54480","12-08-2014",0,41,0.522,5.525,64.58,2.142,61.84
"54481","13-08-2014",100,36,0.5204,4.808,66,1.852,60.67
"54482","13-08-2014",200,28,0.4886,4.4,65.83,2.234,71.59
"54483","13-08-2014",300,18,0.33,4.242,59.92,2.183,81.32
"54484","13-08-2014",400,15,0.3634,3.283,62.67,2.202,84.26
"54485","13-08-2014",500,14,0.3133,2.958,59.58,2.161,88
"54486","13-08-2014",600,10,0.3467,3.608,48.92,1.948,90.6
"54487","13-08-2014",700,12,0.6974,3.383,47.5,1.621,84.43
"54488","13-08-2014",800,11,0.8727,6.867,33.42,1.657,92.29
"54489","13-08-2014",900,11,0.6473,12.33,20.92,1.135,53.9
"54490","13-08-2014",1000,12,0.5137,17.02,14.67,0.3577,304.4
"54491","13-08-2014",1100,14,0.7391,18.98,14.42,1.066,255.5
"54492","13-08-2014",1200,10,0.6055,20.52,12,1.562,246.5
"54493","13-08-2014",1300,20,0.6556,21.31,10.08,1.693,238.9
"54494","13-08-2014",1400,18,0.6389,22.38,8.333,1.125,264.8
"54495","13-08-2014",1500,17,0.5972,22.77,7.5,1.409,235.1
"54496","13-08-2014",1600,40,0.9228,22.43,11.17,1.183,263
"54497","13-08-2014",1700,63,1.365,20.25,17.5,0.7122,305.8
"54498","13-08-2014",1800,50,1.491,15.7,28,1.288,61.07
"54499","13-08-2014",1900,33,1.324,13.58,31,2.124,53.06
"54500","13-08-2014",2000,26,0.9228,13.14,26.08,1.746,66.09
"54501","13-08-2014",2100,24,0.9562,10.95,32.33,1.877,79.37
"54502","13-08-2014",2200,13,0.7892,10.7,29.92,1.766,86.84
"54503","13-08-2014",2300,8,0.5972,10.64,27.5,2.064,92.59
"54504","13-08-2014",0,10,0.4469,10.28,27.75,2.304,78.26
"54505","14-08-2014",100,6,0.195,10.54,25.92,2.899,61.53
"54506","14-08-2014",200,8,0.1,11.36,21.75,2.133,53.72
"54507","14-08-2014",300,3,0.1144,11.39,20.67,2.134,64.63
"54508","14-08-2014",400,1,0.1,11.92,18.83,2.155,45.79
"54509","14-08-2014",500,1,0.1108,11.32,20.42,2.374,71.8
"54510","14-08-2014",600,3,0.1049,10.6,23.33,2.688,58.8
"54511","14-08-2014",700,5,0.2632,11.04,21.08,2.393,51.86
"54512","14-08-2014",800,16,0.6807,12.29,21,1.424,61
"54513","14-08-2014",900,17,0.6473,16.29,16.08,0.8361,269.4
"54514","14-08-2014",1000,17,0.2131,18.06,14.58,1.024,275.5
"54515","14-08-2014",1100,13,0.1714,20.28,12.25,0.7497,261.6
"54516","14-08-2014",1200,40,0.7976,19.47,19.5,2.103,261.5
"54517","14-08-2014",1300,49,0.7308,20.07,18.25,1.819,251.7
"54518","14-08-2014",1400,47,0.5387,20.08,20.5,1.802,243.1
"54519","14-08-2014",1500,41,0.3383,19.17,22.42,1.386,219.2
"54520","14-08-2014",1600,37,0.3133,18.27,28.83,1.087,211.4
"54521","14-08-2014",1700,37,0.3717,16.92,34.58,0.8131,211.2
"54522","14-08-2014",1800,33,0.4803,14.26,47.58,0.8464,206.9
"54523","14-08-2014",1900,32,0.5888,12.09,63.42,0.5605,187.2
"54524","14-08-2014",2000,35,0.9395,10.72,70.08,0.4998,80.19
"54525","14-08-2014",2100,49,1.19,9.65,70.17,0.9701,67.41
"54526","14-08-2014",2200,43,1.081,8.458,72.42,0.6166,58.87
"54527","14-08-2014",2300,42,1.031,7.558,73.83,1.151,69.03
"54528","14-08-2014",0,43,0.8727,6.625,74.67,0.6244,73.43
"54529","15-08-2014",100,39,0.8611,6.392,72.75,2.272,62.1
"54530","15-08-2014",200,26,0.6556,6.125,69.5,0.9996,77.67
"54531","15-08-2014",300,21,0.5638,6.533,66.83,2.029,56.72
"54532","15-08-2014",400,25,0.4302,7.217,61.5,0.9525,69.29
"54533","15-08-2014",500,8,0.355,7.4,55.58,1.899,72.78
"54534","15-08-2014",600,8,0.2966,7.258,51.42,1.477,69.16
"54535","15-08-2014",700,8,0.2298,7.992,45.75,1.863,58.88
"54536","15-08-2014",800,4,0.2298,11.9,32.17,1.113,41.79
"54537","15-08-2014",900,16,0.522,12.63,43.33,0.2336,335.8
"54538","15-08-2014",1000,14,0.4218,17.72,29,0.5699,263.7
"54539","15-08-2014",1100,20,0.4135,18.55,29.75,0.1127,265.4
"54540","15-08-2014",1200,22,0.5137,21.59,20.42,1.994,251.9
"54541","15-08-2014",1300,24,0.5638,22.68,17.42,2.005,232
